Date,Open,High,Low,Close,Adj Close,Volume
2022-09-16,109951.0,109952.0,108489.0,109280.0,109280.0,18843300
2022-09-19,109283.0,111976.0,108508.0,111824.0,111824.0,12594800
2022-09-20,111824.0,112544.0,111393.0,112517.0,112517.0,12570300
2022-09-21,112517.0,113294.0,111380.0,111936.0,111936.0,14726800
2022-09-22,111942.0,114392.0,111819.0,114070.0,114070.0,15684400
2022-09-23,112258.0,112457.0,110732.0,111716.0,111716.0,13542300
2022-09-26,111713.0,111713.0,109022.0,109114.0,109114.0,13127000
2022-09-27,109122.0,110161.0,108120.0,108376.0,108376.0,14517500
2022-09-28,108377.0,108970.0,107914.0,108451.0,108451.0,13540500
2022-09-29,108449.0,108449.0,106244.0,107664.0,107664.0,14588500
2022-09-30,107664.0,110502.0,107315.0,110037.0,110037.0,16536300
2022-10-03,110048.0,116134.0,110048.0,116134.0,116134.0,20982900
2022-10-04,116704.0,118280.0,115837.0,116230.0,116230.0,16078700
2022-10-05,116231.0,117514.0,115906.0,117198.0,117198.0,13555200
2022-10-06,117200.0,118382.0,117144.0,117561.0,117561.0,14520500
2022-10-07,117560.0,117960.0,115924.0,116375.0,116375.0,13616500
2022-10-10,116377.0,116841.0,115261.0,115941.0,115941.0,11429900
2022-10-11,115928.0,115928.0,114297.0,114827.0,114827.0,13137900
2022-10-13,114819.0,115367.0,112690.0,114300.0,114300.0,14583700
2022-10-14,114301.0,114712.0,111631.0,112072.0,112072.0,13096100
2022-10-17,112107.0,114406.0,112090.0,113624.0,113624.0,11633000
2022-10-18,113627.0,115795.0,113627.0,115743.0,115743.0,14744200
2022-10-19,115744.0,116459.0,115264.0,116274.0,116274.0,12729900
2022-10-20,116276.0,117367.0,116276.0,117171.0,117171.0,16915800
2022-10-21,117170.0,120752.0,116736.0,119929.0,119929.0,18579800
2022-10-24,119922.0,119924.0,115793.0,116013.0,116013.0,13278800
2022-10-25,116016.0,116203.0,114626.0,114626.0,114626.0,14727200
2022-10-26,114626.0,114626.0,112577.0,112764.0,112764.0,16088200
2022-10-27,112766.0,116236.0,112765.0,114641.0,114641.0,15530800
2022-10-28,114636.0,114712.0,113336.0,114539.0,114539.0,14392400
2022-10-31,114533.0,116763.0,112113.0,116037.0,116037.0,21637900
2022-11-01,116037.0,118261.0,115547.0,116929.0,116929.0,17969700
2022-11-03,116927.0,117373.0,114485.0,116896.0,116896.0,15634600
2022-11-04,116907.0,120039.0,116904.0,118155.0,118155.0,16209500
2022-11-07,118148.0,118240.0,115266.0,115342.0,115342.0,15221900
2022-11-08,115340.0,117072.0,114688.0,116160.0,116160.0,14239800
2022-11-09,116153.0,116183.0,113110.0,113580.0,113580.0,20531600
2022-11-10,113579.0,113579.0,108516.0,109775.0,109775.0,26029300
2022-11-11,109775.0,113010.0,109408.0,112253.0,112253.0,25038700
2022-11-14,112256.0,114322.0,111930.0,113161.0,113161.0,15080400
2022-11-16,113166.0,113473.0,109512.0,110243.0,110243.0,18351000
2022-11-17,110241.0,110242.0,107245.0,109703.0,109703.0,23119600
2022-11-18,109706.0,111585.0,108512.0,108880.0,108880.0,18769100
2022-11-21,108868.0,110235.0,107957.0,109748.0,109748.0,16651600
2022-11-22,109750.0,110224.0,107867.0,109037.0,109037.0,15056500
2022-11-23,109036.0,109285.0,107902.0,108683.0,108683.0,13198400
2022-11-24,108846.0,112612.0,108846.0,111831.0,111831.0,10296900
2022-11-25,111831.0,112025.0,108552.0,108977.0,108977.0,12309100
2022-11-28,108977.0,109476.0,108378.0,108782.0,108782.0,11492600
2022-11-29,108784.0,112187.0,108784.0,110910.0,110910.0,14721700
2022-11-30,110910.0,112486.0,110202.0,112486.0,112486.0,19703200
2022-12-01,112479.0,112479.0,110548.0,110926.0,110926.0,15193700
2022-12-02,110926.0,113761.0,109963.0,111924.0,111924.0,15982000
2022-12-05,111922.0,112150.0,109270.0,109401.0,109401.0,12308400
2022-12-06,109403.0,110663.0,109217.0,109533.0,109533.0,13437500
2022-12-07,110188.0,110247.0,108612.0,109361.0,109361.0,13825300
2022-12-08,109068.0,109286.0,106906.0,107245.0,107245.0,14921000
2022-12-09,107250.0,108566.0,107089.0,107689.0,107689.0,10676300
2022-12-12,107518.0,107561.0,103877.0,105264.0,105264.0,15481900
2022-12-13,105345.0,106689.0,103409.0,103892.0,103892.0,17702200
2022-12-14,103536.0,104516.0,101632.0,103803.0,103803.0,24923500
2022-12-15,103739.0,105483.0,103014.0,103738.0,103738.0,15568200
2022-12-16,103737.0,104018.0,102248.0,102825.0,102825.0,18255000
2022-12-19,102859.0,105107.0,102770.0,104530.0,104530.0,16773400
2022-12-20,104740.0,107792.0,104607.0,106979.0,106979.0,19125600
2022-12-21,106866.0,107991.0,106066.0,107313.0,107313.0,17634900
2022-12-22,107436.0,108383.0,106510.0,107317.0,107317.0,11494600
2022-12-23,107552.0,109994.0,107552.0,109698.0,109698.0,12847100
2022-12-26,109699.0,109755.0,108309.0,108738.0,108738.0,5219500
2022-12-27,108739.0,109353.0,107418.0,108347.0,108347.0,11158100
2022-12-28,108578.0,110536.0,108578.0,110237.0,110237.0,11193900
2022-12-29,110237.0,111178.0,109560.0,110031.0,110031.0,13389100
2023-01-02,109734.0,109734.0,105981.0,106376.0,106376.0,8130500
2023-01-03,106377.0,106684.0,103852.0,104166.0,104166.0,14466700
2023-01-04,104167.0,105627.0,103915.0,105334.0,105334.0,14451200
2023-01-05,105336.0,107743.0,105333.0,107518.0,107518.0,15512000
2023-01-06,107642.0,109433.0,107642.0,108836.0,108836.0,12626600
2023-01-09,108964.0,109938.0,108134.0,109227.0,109227.0,12047300
2023-01-10,109129.0,111193.0,108478.0,110912.0,110912.0,13697900
2023-01-11,110816.0,111841.0,110752.0,111763.0,111763.0,14461400
2023-01-12,112516.0,113129.0,110982.0,111877.0,111877.0,19839100
2023-01-13,111843.0,111847.0,110428.0,110916.0,110916.0,15939000
2023-01-16,110908.0,110908.0,108753.0,109213.0,109213.0,12512400
2023-01-17,109214.0,111577.0,109214.0,111439.0,111439.0,14363200
2023-01-18,111442.0,113306.0,111441.0,112452.0,112452.0,14128600
2023-01-19,112219.0,113172.0,111307.0,113006.0,113006.0,15594300
2023-01-20,112922.0,113025.0,111735.0,112301.0,112301.0,15436600
2023-01-23,112041.0,113061.0,111542.0,111709.0,111709.0,13701000
2023-01-24,111746.0,113040.0,111669.0,113028.0,113028.0,11551500
2023-01-25,113028.0,114386.0,111927.0,114195.0,114195.0,11413000
2023-01-26,114271.0,114835.0,113591.0,114109.0,114109.0,10920800
2023-01-27,114178.0,114191.0,112044.0,112502.0,112502.0,10614500
2023-01-30,112319.0,112920.0,111824.0,111888.0,111888.0,11272700
2023-01-31,112273.0,113581.0,112145.0,113532.0,113532.0,12900200
2023-02-01,113430.0,113598.0,110729.0,112303.0,112303.0,17821500
2023-02-02,112072.0,112943.0,109747.0,109935.0,109935.0,15241800
2023-02-03,110141.0,110570.0,108185.0,108490.0,108490.0,13235300
2023-02-06,108518.0,108710.0,107416.0,108456.0,108456.0,11514600
2023-02-07,108727.0,109037.0,107234.0,107920.0,107920.0,12956300
2023-02-08,107832.0,110175.0,107830.0,109882.0,109882.0,13837000
2023-02-09,109952.0,110046.0,107781.0,107783.0,107783.0,12956000
2023-02-10,108002.0,108647.0,107620.0,108150.0,108150.0,14458000
2023-02-13,108074.0,109193.0,107420.0,108846.0,108846.0,9973600
2023-02-14,108839.0,109564.0,107557.0,107659.0,107659.0,11894600
2023-02-15,107849.0,110210.0,107267.0,109442.0,109442.0,15499500
2023-02-16,109599.0,110437.0,108378.0,109905.0,109905.0,12995900
2023-02-17,109941.0,109941.0,108968.0,109303.0,109303.0,10058400
2023-02-22,109174.0,109174.0,106720.0,107152.0,107152.0,9356400
2023-02-23,107152.0,108663.0,106731.0,107720.0,107720.0,11459000
2023-02-24,107582.0,107611.0,105360.0,105873.0,105873.0,10221100
2023-02-27,105807.0,106402.0,105227.0,105711.0,105711.0,9570700
2023-02-28,105706.0,106794.0,104932.0,104932.0,104932.0,15672400
2023-03-01,104933.0,105497.0,103105.0,104385.0,104385.0,19853000
2023-03-02,104375.0,104912.0,103321.0,103326.0,103326.0,14738800
2023-03-03,103326.0,104440.0,103323.0,103866.0,103866.0,13101500
2023-03-06,103865.0,105171.0,103170.0,104700.0,104700.0,14277800
2023-03-07,104700.0,105179.0,103480.0,104228.0,104228.0,12578200
2023-03-08,104228.0,106721.0,104228.0,106540.0,106540.0,15904100
2023-03-09,106540.0,106724.0,105053.0,105071.0,105071.0,19174300
2023-03-10,105071.0,105071.0,103201.0,103618.0,103618.0,17952200
2023-03-13,103608.0,103907.0,102255.0,103121.0,103121.0,12993800
2023-03-14,103121.0,104153.0,102482.0,102932.0,102932.0,13133800
2023-03-15,102930.0,103048.0,100692.0,102675.0,102675.0,15246500
2023-03-16,102683.0,103911.0,102455.0,103435.0,103435.0,14385800
2023-03-17,103434.0,103434.0,101664.0,101982.0,101982.0,17560000
2023-03-20,101982.0,102328.0,100679.0,100923.0,100923.0,0
2023-03-21,100923.0,101670.0,100923.0,100998.0,100998.0,9672100
2023-03-22,100998.0,101888.0,100129.0,100221.0,100221.0,11504600
2023-03-23,100221.0,101126.0,96997.0,97926.0,97926.0,0
2023-03-24,97926.0,99258.0,97688.0,98829.0,98829.0,0
2023-03-27,98833.0,99997.0,98833.0,99670.0,99670.0,9990600
2023-03-28,99672.0,101559.0,99488.0,101185.0,101185.0,13500100
2023-03-29,101185.0,102213.0,100248.0,101793.0,101793.0,12456100
2023-03-30,101796.0,104085.0,101796.0,103713.0,103713.0,14901600
2023-03-31,103714.0,104041.0,101476.0,101882.0,101882.0,15111200
2023-04-03,101883.0,101916.0,100651.0,101506.0,101506.0,12794800
2023-04-04,101505.0,103056.0,101505.0,101869.0,101869.0,11695800
2023-04-05,101869.0,101960.0,99898.0,100978.0,100978.0,13256500
2023-04-06,100978.0,101628.0,100443.0,100822.0,100822.0,9818500
2023-04-10,100822.0,102196.0,100819.0,101847.0,101847.0,8148700
2023-04-11,101849.0,106455.0,101848.0,106214.0,106214.0,18725700
2023-04-12,106218.0,108277.0,106217.0,106890.0,106890.0,17345500
2023-04-13,106890.0,107037.0,106220.0,106458.0,106458.0,12182900
2023-04-14,106458.0,106701.0,104934.0,106279.0,106279.0,11501000
2023-04-17,106279.0,106830.0,105623.0,106016.0,106016.0,10253400
2023-04-18,106023.0,106475.0,105122.0,106163.0,106163.0,11207900
2023-04-19,106149.0,106149.0,103604.0,103913.0,103913.0,12713600
2023-04-20,103913.0,104615.0,103087.0,104367.0,104367.0,12378000
2023-04-24,104367.0,104822.0,103247.0,103947.0,103947.0,10935400
2023-04-25,103947.0,103947.0,102633.0,103220.0,103220.0,10873200
2023-04-26,103220.0,103668.0,102233.0,102312.0,102312.0,10115500
2023-04-27,102310.0,103177.0,101975.0,102923.0,102923.0,11302800
2023-04-28,102923.0,104432.0,102449.0,104432.0,104432.0,13080900
2023-05-02,104431.0,104447.0,101569.0,101927.0,101927.0,12018000
2023-05-03,101927.0,102331.0,101433.0,101797.0,101797.0,11688200
2023-05-04,101798.0,103321.0,101063.0,102174.0,102174.0,14837300
2023-05-05,102175.0,105306.0,102175.0,105148.0,105148.0,16699500
2023-05-08,105161.0,106716.0,105161.0,106042.0,106042.0,13259200
2023-05-09,106028.0,107731.0,105549.0,107114.0,107114.0,13526600
2023-05-10,107114.0,107744.0,106538.0,107448.0,107448.0,13576900
2023-05-11,107446.0,108667.0,106419.0,108256.0,108256.0,12772100
2023-05-12,108256.0,108817.0,107497.0,108464.0,108464.0,0
2023-05-15,108469.0,109271.0,108356.0,109029.0,109029.0,11603200
2023-05-16,109029.0,110151.0,108085.0,108194.0,108194.0,16897300
2023-05-17,108194.0,109774.0,108188.0,109460.0,109460.0,13993000
2023-05-18,109459.0,110206.0,108864.0,110108.0,110108.0,13613100
2023-05-19,110113.0,111211.0,109787.0,110745.0,110745.0,16135800
2023-05-22,110745.0,111643.0,110178.0,110213.0,110213.0,11769400
2023-05-23,110213.0,111325.0,109713.0,109929.0,109929.0,12334800
2023-05-24,109920.0,109920.0,108546.0,108800.0,108800.0,12980200
2023-05-25,108800.0,111115.0,108800.0,110054.0,110054.0,14745300
2023-05-26,110058.0,111706.0,109900.0,110906.0,110906.0,11019700
2023-05-29,110906.0,111168.0,110195.0,110333.0,110333.0,5913000
2023-05-30,110333.0,111291.0,108552.0,108967.0,108967.0,11588000
2023-05-31,108967.0,109137.0,108193.0,108335.0,108335.0,15861100
2023-06-01,108339.0,110745.0,108335.0,110565.0,110565.0,14669000
2023-06-02,110568.0,113070.0,110567.0,112558.0,112558.0,14545800
2023-06-05,112558.0,113071.0,111736.0,112696.0,112696.0,9078800
2023-06-06,112697.0,114783.0,112696.0,114610.0,114610.0,15025400
2023-06-07,114610.0,115978.0,114610.0,115488.0,115488.0,14017100
2023-06-09,115489.0,117603.0,115489.0,117019.0,117019.0,13527100
2023-06-12,117022.0,117735.0,116704.0,117336.0,117336.0,12016200
2023-06-13,117337.0,117924.0,116363.0,116743.0,116743.0,12392200
2023-06-14,116753.0,119085.0,116745.0,119069.0,119069.0,16938600
2023-06-15,119068.0,119686.0,118693.0,119221.0,119221.0,12298000
2023-06-16,119208.0,119555.0,118487.0,118758.0,118758.0,15251700
2023-06-19,118757.0,119939.0,118558.0,119858.0,119858.0,6776300
2023-06-20,119858.0,119858.0,118416.0,119622.0,119622.0,10924200
2023-06-21,119623.0,120519.0,119332.0,120420.0,120420.0,11736700
2023-06-22,120420.0,120420.0,118018.0,118934.0,118934.0,11831500
2023-06-23,118959.0,119386.0,118178.0,118977.0,118977.0,12845400
2023-06-26,118977.0,119148.0,117491.0,118243.0,118243.0,10456600
2023-06-27,118246.0,119212.0,116561.0,117523.0,117523.0,13077000
2023-06-28,117524.0,117937.0,116560.0,116681.0,116681.0,10646300
2023-06-29,116683.0,118623.0,116683.0,118383.0,118383.0,11055300
2023-06-30,118388.0,119447.0,118087.0,118087.0,118087.0,0
2023-07-03,118092.0,119877.0,118092.0,119673.0,119673.0,8907500
2023-07-04,119673.0,119678.0,118830.0,119076.0,119076.0,6555200
2023-07-05,119072.0,120200.0,118688.0,119549.0,119549.0,10959000
2023-07-06,119548.0,119548.0,117096.0,117426.0,117426.0,11025700
2023-07-07,117427.0,119549.0,117427.0,118898.0,118898.0,10521000
2023-07-10,118897.0,118897.0,117814.0,117942.0,117942.0,8104000
2023-07-11,117942.0,117942.0,115704.0,117220.0,117220.0,10592500
2023-07-12,117557.0,119156.0,117557.0,117666.0,117666.0,8941200
2023-07-13,117671.0,119739.0,117668.0,119264.0,119264.0,9257600
2023-07-14,119268.0,119329.0,117526.0,117711.0,117711.0,8980000
2023-07-17,117711.0,118302.0,116591.0,118219.0,118219.0,8201900
2023-07-18,118218.0,118732.0,117324.0,117841.0,117841.0,8584800
2023-07-19,117842.0,118011.0,116660.0,117552.0,117552.0,9728700
2023-07-20,117558.0,118290.0,117484.0,118083.0,118083.0,8986400
2023-07-21,118090.0,120373.0,118086.0,120217.0,120217.0,11181500
2023-07-24,120220.0,121772.0,120099.0,121342.0,121342.0,10494800
2023-07-25,121344.0,123010.0,121344.0,122008.0,122008.0,11427100
2023-07-26,122003.0,122747.0,121370.0,122560.0,122560.0,9988800
2023-07-27,122560.0,122599.0,119825.0,119990.0,119990.0,10678700
2023-07-28,120002.0,120660.0,119706.0,120187.0,120187.0,8464200
2023-07-31,120188.0,122149.0,120188.0,121943.0,121943.0,10122700
2023-08-01,121945.0,121945.0,120154.0,121248.0,121248.0,10302800
2023-08-02,121249.0,121252.0,119798.0,120859.0,120859.0,10565900
2023-08-03,120859.0,122619.0,120365.0,120586.0,120586.0,13027300
2023-08-04,120586.0,121442.0,119215.0,119508.0,119508.0,15065200
2023-08-07,119509.0,120104.0,118894.0,119380.0,119380.0,8726500
2023-08-08,119378.0,119553.0,117492.0,119090.0,119090.0,10246000
2023-08-09,119090.0,119090.0,117901.0,118409.0,118409.0,11245600
2023-08-10,118412.0,119438.0,118113.0,118350.0,118350.0,12689600
2023-08-11,118350.0,119054.0,117415.0,118065.0,118065.0,11867500
2023-08-14,118067.0,118082.0,116530.0,116810.0,116810.0,11203500
2023-08-15,116809.0,117697.0,116033.0,116171.0,116171.0,14636000
2023-08-16,116171.0,117338.0,115534.0,115592.0,115592.0,18862600
2023-08-17,115592.0,116610.0,114859.0,114982.0,114982.0,12747500
2023-08-18,114973.0,115729.0,114423.0,115409.0,115409.0,10601000
2023-08-21,115404.0,115425.0,114067.0,114429.0,114429.0,9794400
2023-08-22,114433.0,116286.0,114433.0,116156.0,116156.0,9828500
2023-08-23,116160.0,118135.0,116159.0,118135.0,118135.0,11542800
2023-08-24,118135.0,118136.0,116848.0,117026.0,117026.0,9196200
2023-08-25,117025.0,117252.0,115397.0,115837.0,115837.0,9214100
2023-08-28,115838.0,117253.0,115836.0,117121.0,117121.0,9596900
2023-08-29,117124.0,118493.0,117124.0,118404.0,118404.0,9631600
2023-08-30,118404.0,118841.0,117471.0,117535.0,117535.0,8924000
2023-08-31,117537.0,117637.0,115742.0,115742.0,115742.0,12950000
2023-09-01,115744.0,117991.0,115744.0,117893.0,117893.0,11890700
2023-09-04,117893.0,118576.0,117590.0,117777.0,117777.0,5529700
2023-09-05,117776.0,117957.0,116637.0,117331.0,117331.0,10870700
2023-09-06,117331.0,117971.0,115984.0,115985.0,115985.0,9916100
2023-09-08,115979.0,115979.0,114839.0,115313.0,115313.0,8360700
2023-09-11,115316.0,117131.0,115316.0,116883.0,116883.0,8789000
2023-09-12,116885.0,118154.0,116885.0,117968.0,117968.0,9192800
2023-09-13,117968.0,119318.0,117722.0,118176.0,118176.0,12075300
2023-09-14,118181.0,119748.0,118181.0,119392.0,119392.0,13279300
2023-09-15,119393.0,119780.0,118666.0,118758.0,118758.0,16107600
2023-09-18,118759.0,119486.0,118123.0,118288.0,118288.0,11273100
2023-09-19,118293.0,118458.0,117628.0,117846.0,117846.0,11453800
2023-09-20,117864.0,119616.0,117847.0,118695.0,118695.0,9238800
2023-09-21,118695.0,118695.0,116013.0,116145.0,116145.0,12685800
2023-09-22,116147.0,116968.0,115855.0,116009.0,116009.0,9443500
2023-09-25,116009.0,116031.0,115573.0,115925.0,115925.0,9580000
2023-09-26,115922.0,115922.0,114162.0,114193.0,114193.0,11241800
2023-09-27,114194.0,115340.0,113366.0,114327.0,114327.0,13359300
2023-09-28,114875.0,115954.0,114811.0,115731.0,115731.0,10387000
2023-09-29,115742.0,116899.0,115742.0,116565.0,116565.0,11143200
2023-10-02,116565.0,116672.0,114761.0,115057.0,115057.0,8524900
2023-10-03,115055.0,115056.0,113151.0,113419.0,113419.0,11104800
2023-10-04,113430.0,114075.0,113036.0,113607.0,113607.0,10813800
2023-10-05,113609.0,114359.0,112705.0,113284.0,113284.0,9507200
2023-10-06,113283.0,114491.0,111599.0,114170.0,114170.0,13138200
2023-10-09,114169.0,115219.0,113448.0,115156.0,115156.0,9474400
2023-10-10,115158.0,116900.0,115158.0,116737.0,116737.0,11621500
2023-10-11,116737.0,117099.0,116231.0,117051.0,117051.0,9949800
2023-10-13,117050.0,117070.0,115658.0,115754.0,115754.0,10609300
2023-10-16,115760.0,116905.0,115760.0,116534.0,116534.0,8989900
2023-10-17,116526.0,116917.0,115564.0,115908.0,115908.0,10371700
2023-10-18,115907.0,115907.0,113952.0,114060.0,114060.0,15492200
2023-10-19,114059.0,115063.0,113768.0,114004.0,114004.0,11497600
2023-10-20,113996.0,114090.0,112533.0,113155.0,113155.0,0
2023-10-23,113145.0,113680.0,112164.0,112785.0,112785.0,10701800
2023-10-24,112814.0,114249.0,112814.0,113762.0,113762.0,10711800
2023-10-25,113762.0,114319.0,112680.0,112830.0,112830.0,12306500
2023-10-26,112840.0,114886.0,112840.0,114777.0,114777.0,12770600
2023-10-27,114777.0,115342.0,112953.0,113301.0,113301.0,12289500
2023-10-30,113303.0,114204.0,112309.0,112532.0,112532.0,9741800
2023-10-31,112534.0,113597.0,112098.0,113144.0,113144.0,10557400
2023-11-01,113157.0,115433.0,113157.0,115053.0,115053.0,13904100
2023-11-03,115062.0,118502.0,115062.0,118160.0,118160.0,15714000
2023-11-06,118160.0,118758.0,118045.0,118487.0,118487.0,10167700
2023-11-07,118422.0,119577.0,118026.0,119268.0,119268.0,16393100
2023-11-08,119268.0,119976.0,118464.0,119099.0,119099.0,15193500
2023-11-09,119180.0,120257.0,118446.0,119012.0,119012.0,15568300
2023-11-10,119036.0,120823.0,119036.0,120636.0,120636.0,0
2023-11-13,120561.0,120606.0,119878.0,120376.0,120376.0,11198000
2023-11-14,120411.0,123370.0,120411.0,123328.0,123328.0,19427900
2023-11-16,123165.0,124737.0,123165.0,124576.0,124576.0,18355600
2023-11-17,124639.0,125431.0,124547.0,125062.0,125062.0,15719100
2023-11-20,124773.0,126162.0,124773.0,126095.0,126095.0,11108500
2023-11-21,125957.0,125957.0,125060.0,125607.0,125607.0,10793500
2023-11-22,125626.0,126875.0,125439.0,126035.0,126035.0,14058500
2023-11-23,126035.0,126760.0,125764.0,126576.0,126576.0,7816400
2023-11-24,126553.0,126553.0,125341.0,125542.0,125542.0,9613100
2023-11-27,125517.0,125826.0,124840.0,125683.0,125683.0,11013800
2023-11-28,125726.0,126916.0,125388.0,126538.0,126538.0,12394200
2023-11-29,126541.0,127388.0,126018.0,126101.0,126101.0,12417500
2023-11-30,126168.0,127399.0,126168.0,127331.0,127331.0,19238400
2023-12-01,127331.0,128165.0,126656.0,128103.0,128103.0,13696500
2023-12-04,128183.0,128183.0,126643.0,126803.0,126803.0,10270500
2023-12-05,126802.0,127489.0,126491.0,126903.0,126903.0,11960300
2023-12-06,126907.0,127538.0,125614.0,125623.0,125623.0,10837300
2023-12-07,125623.0,126581.0,125566.0,126010.0,126010.0,10505300
2023-12-08,126010.0,127289.0,125562.0,127094.0,127094.0,10745300
2023-12-11,127093.0,127154.0,126526.0,126916.0,126916.0,7091900
2023-12-12,126923.0,127359.0,126013.0,126403.0,126403.0,10266500
2023-12-13,126406.0,129793.0,126299.0,129465.0,129465.0,15066200
2023-12-14,129469.0,131260.0,129469.0,130842.0,130842.0,15822800
2023-12-15,130842.0,131661.0,129884.0,130197.0,130197.0,15141000
2023-12-18,130202.0,131447.0,130198.0,131084.0,131084.0,9604400
2023-12-19,131088.0,132047.0,131086.0,131851.0,131851.0,9429700
2023-12-20,131851.0,132341.0,130710.0,130804.0,130804.0,10335800
2023-12-21,130826.0,132277.0,130822.0,132182.0,132182.0,8681000
2023-12-22,132553.0,133035.0,132094.0,132753.0,132753.0,8231100
2023-12-26,132753.0,133645.0,132753.0,133533.0,133533.0,0
2023-12-27,133523.0,134195.0,133328.0,134194.0,134194.0,6168200
2023-12-28,134194.0,134392.0,133832.0,134185.0,134185.0,7812700
2024-01-02,134186.0,134195.0,132095.0,132697.0,132697.0,8437800
2024-01-03,132697.0,133576.0,132250.0,132834.0,132834.0,8702400
2024-01-04,132831.0,132885.0,131024.0,131226.0,131226.0,8972300
2024-01-05,131218.0,132635.0,130579.0,132023.0,132023.0,9199700
2024-01-08,132023.0,132498.0,131015.0,132427.0,132427.0,8497500
2024-01-09,132424.0,132426.0,131203.0,131447.0,131447.0,9287500
2024-01-10,131447.0,131628.0,130438.0,130841.0,130841.0,8958400
2024-01-11,130841.0,131308.0,129898.0,130649.0,130649.0,9761700
2024-01-12,130652.0,131927.0,130410.0,130988.0,130988.0,10661900
2024-01-15,130988.0,131606.0,130253.0,131521.0,131521.0,5746600
2024-01-16,131515.0,131517.0,129147.0,129294.0,129294.0,11911300
2024-01-17,129293.0,129296.0,128312.0,128524.0,128524.0,9952500
2024-01-18,128524.0,129047.0,127316.0,127316.0,127316.0,12460800
2024-01-19,127319.0,127820.0,126533.0,127636.0,127636.0,11956900
2024-01-22,127636.0,127843.0,125876.0,126602.0,126602.0,9509100
2024-01-23,126612.0,128331.0,126612.0,128263.0,128263.0,9366100
2024-01-24,128275.0,129446.0,127680.0,127816.0,127816.0,8823800
2024-01-25,127815.0,128697.0,127803.0,128169.0,128169.0,8757600
2024-01-26,128196.0,129252.0,127869.0,128967.0,128967.0,8508000
2024-01-29,128970.0,129068.0,127853.0,128503.0,128503.0,8764500
2024-01-30,128492.0,128492.0,127105.0,127402.0,127402.0,10037400
2024-01-31,127402.0,129558.0,127326.0,127752.0,127752.0,12495200
2024-02-01,127752.0,128481.0,127284.0,128481.0,128481.0,10226400
2024-02-02,128471.0,128878.0,126628.0,127182.0,127182.0,10982800
2024-02-05,127182.0,127834.0,126443.0,127593.0,127593.0,9637200
2024-02-06,127593.0,130417.0,127593.0,130416.0,130416.0,13780300
2024-02-07,130412.0,130552.0,129518.0,129608.0,129608.0,15425400
2024-02-08,129950.0,130126.0,127912.0,128217.0,128217.0,13634900
2024-02-09,128216.0,128896.0,127579.0,128026.0,128026.0,12115800
2024-02-14,128026.0,128026.0,126663.0,127018.0,127018.0,7748300
2024-02-15,127018.0,127824.0,126932.0,127804.0,127804.0,10980100
2024-02-16,127809.0,129069.0,127653.0,128726.0,128726.0,10119100
2024-02-19,128720.0,129036.0,128097.0,129036.0,129036.0,5799100
2024-02-20,129033.0,129916.0,128326.0,129916.0,129916.0,12237000
2024-02-21,129916.0,130034.0,129359.0,130032.0,130032.0,12585700
2024-02-22,130035.0,130829.0,129971.0,130241.0,130241.0,10771700
2024-02-23,130240.0,130624.0,129077.0,129419.0,129419.0,9230300
2024-02-26,129417.0,129978.0,129077.0,129609.0,129609.0,7436900
2024-02-27,129613.0,131696.0,129613.0,131689.0,131689.0,10049000
2024-02-28,131685.0,131685.0,129771.0,130155.0,130155.0,9045600
2024-02-29,130155.0,130155.0,128669.0,129020.0,129020.0,12003100
2024-03-01,129026.0,129716.0,128717.0,129180.0,129180.0,9765100
2024-03-04,129176.0,129307.0,128278.0,128341.0,128341.0,7967700
2024-03-05,128336.0,128989.0,127823.0,128098.0,128098.0,9692200
2024-03-06,128099.0,129323.0,128099.0,128890.0,128890.0,11057900
2024-03-07,128890.0,129188.0,128033.0,128340.0,128340.0,7350000
2024-03-08,128335.0,128338.0,125802.0,127071.0,127071.0,11937900
2024-03-11,127068.0,127068.0,126065.0,126124.0,126124.0,8899100
2024-03-12,126124.0,128039.0,126121.0,127668.0,127668.0,9483700
2024-03-13,127668.0,128530.0,127439.0,128006.0,128006.0,8837200
2024-03-14,127992.0,128256.0,127192.0,127690.0,127690.0,9292600
2024-03-15,127682.0,127957.0,126502.0,126742.0,126742.0,14992400
2024-03-18,126758.0,127540.0,126272.0,126954.0,126954.0,10512100
2024-03-19,126955.0,128000.0,126955.0,127529.0,127529.0,11184800
2024-03-20,127534.0,129210.0,127349.0,129125.0,129125.0,10819300
2024-03-21,129125.0,129556.0,128093.0,128159.0,128159.0,9570800
2024-03-22,128159.0,128159.0,126879.0,127027.0,127027.0,9367800
2024-03-25,127027.0,127224.0,126750.0,126931.0,126931.0,8060500
2024-03-26,126931.0,127193.0,126591.0,126863.0,126863.0,9435700
2024-03-27,126863.0,127756.0,126223.0,127691.0,127691.0,9918200
2024-03-28,127689.0,128364.0,127270.0,128106.0,128106.0,9943400
2024-04-01,128106.0,128659.0,126772.0,126990.0,126990.0,9372600
2024-04-02,126990.0,127654.0,126669.0,127549.0,127549.0,9073600
2024-04-03,127546.0,127694.0,126181.0,127318.0,127318.0,11032700
2024-04-04,127313.0,129627.0,127178.0,127428.0,127428.0,13229200
2024-04-05,127422.0,127432.0,126394.0,126795.0,126795.0,9101300
2024-04-08,126796.0,129178.0,126796.0,128857.0,128857.0,8128300
2024-04-09,128858.0,129956.0,128826.0,129890.0,129890.0,8489700
